userid,phone_no,brand,description,os,ram,screen_size,processor,gpu,price,warranty
user8904,+91 9174662617,apple,"apple laptop with 16gb RAM, 15-inch screen, i9 processor, and rtx 3080 GPU",macos,16gb,15,i9,rtx 3080,185226,yes
user1405,+91 9648838731,mi,"mi laptop with 2gb RAM, 17-inch screen, ryzen 7 processor, and gtx 1050 GPU",macos,2gb,17,ryzen 7,gtx 1050,40943,yes
user8212,+91 8491222994,mi,"mi laptop with 8gb RAM, 16-inch screen, i9 processor, and rtx 3070 GPU",windows,8gb,16,i9,rtx 3070,110048,no
user5203,+91 8315982089,hp,"hp laptop with 2gb RAM, 15-inch screen, i5 processor, and rtx 3060 GPU",linux,2gb,15,i5,rtx 3060,42167,yes
user1470,+91 8388089740,apple,"apple laptop with 32gb RAM, 17-inch screen, ryzen 5 processor, and rtx 3060 GPU",macos,32gb,17,ryzen 5,rtx 3060,235720,no
user8647,+91 7032269694,mi,"mi laptop with 32gb RAM, 13-inch screen, ryzen 3 processor, and rtx 3060 GPU",windows,32gb,13,ryzen 3,rtx 3060,241090,no
user7538,+91 8587448686,hp,"hp laptop with 4gb RAM, 14-inch screen, ryzen 3 processor, and rtx 3070 GPU",windows,4gb,14,ryzen 3,rtx 3070,49338,no
user9329,+91 8336439450,acer,"acer laptop with 8gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3060 GPU",windows,8gb,13,ryzen 7,rtx 3060,107319,no
user5812,+91 8233048099,apple,"apple laptop with 32gb RAM, 15-inch screen, i3 processor, and rtx 3060 GPU",macos,32gb,15,i3,rtx 3060,275348,no
user8151,+91 9595372054,lenovo,"lenovo laptop with 4gb RAM, 17-inch screen, i7 processor, and rtx 3060 GPU",macos,4gb,17,i7,rtx 3060,60319,no
user9774,+91 8780924228,acer,"acer laptop with 8gb RAM, 14-inch screen, i7 processor, and rtx 3080 GPU",linux,8gb,14,i7,rtx 3080,63461,no
user7978,+91 8929119664,asus,"asus laptop with 16gb RAM, 15-inch screen, i7 processor, and rtx 3080 GPU",windows,16gb,15,i7,rtx 3080,104642,yes
user8999,+91 8272894621,acer,"acer laptop with 32gb RAM, 15-inch screen, ryzen 5 processor, and rtx 3080 GPU",macos,32gb,15,ryzen 5,rtx 3080,289643,yes
user8413,+91 8275432956,apple,"apple laptop with 32gb RAM, 13-inch screen, ryzen 3 processor, and rtx 3070 GPU",macos,32gb,13,ryzen 3,rtx 3070,203647,no
user2369,+91 9821059370,apple,"apple laptop with 32gb RAM, 16-inch screen, ryzen 9 processor, and rtx 3070 GPU",macos,32gb,16,ryzen 9,rtx 3070,195456,no
user9675,+91 7209704145,apple,"apple laptop with 8gb RAM, 16-inch screen, i9 processor, and gtx 1650 GPU",macos,8gb,16,i9,gtx 1650,169000,no
user1691,+91 8429456837,hp,"hp laptop with 8gb RAM, 15-inch screen, i7 processor, and gtx 1050 GPU",macos,8gb,15,i7,gtx 1050,57618,yes
user3524,+91 8070635666,acer,"acer laptop with 4gb RAM, 16-inch screen, ryzen 3 processor, and rtx 3060 GPU",windows,4gb,16,ryzen 3,rtx 3060,51867,yes
user5861,+91 8919758418,asus,"asus laptop with 2gb RAM, 14-inch screen, ryzen 3 processor, and rtx 2060 GPU",linux,2gb,14,ryzen 3,rtx 2060,38039,yes
user3392,+91 9192032230,apple,"apple laptop with 32gb RAM, 13-inch screen, ryzen 5 processor, and gtx 1650 GPU",macos,32gb,13,ryzen 5,gtx 1650,182203,yes
user4356,+91 8154457113,acer,"acer laptop with 2gb RAM, 14-inch screen, i9 processor, and rtx 3080 GPU",linux,2gb,14,i9,rtx 3080,46920,yes
user3255,+91 8832931011,hp,"hp laptop with 32gb RAM, 14-inch screen, i5 processor, and rtx 2060 GPU",linux,32gb,14,i5,rtx 2060,216097,no
user1023,+91 9719713171,acer,"acer laptop with 4gb RAM, 13-inch screen, ryzen 9 processor, and rtx 2060 GPU",macos,4gb,13,ryzen 9,rtx 2060,56437,no
user6065,+91 8584552811,asus,"asus laptop with 2gb RAM, 15-inch screen, ryzen 5 processor, and gtx 1050 GPU",macos,2gb,15,ryzen 5,gtx 1050,35503,no
user3694,+91 8775849619,acer,"acer laptop with 4gb RAM, 15-inch screen, ryzen 7 processor, and rtx 3060 GPU",linux,4gb,15,ryzen 7,rtx 3060,48103,no
user7649,+91 7687492605,lenovo,"lenovo laptop with 8gb RAM, 13-inch screen, i5 processor, and gtx 1650 GPU",macos,8gb,13,i5,gtx 1650,100662,yes
user5821,+91 9175536803,hp,"hp laptop with 4gb RAM, 15-inch screen, ryzen 5 processor, and rtx 2060 GPU",linux,4gb,15,ryzen 5,rtx 2060,52625,yes
user4648,+91 9413098224,mi,"mi laptop with 4gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3080 GPU",windows,4gb,13,ryzen 7,rtx 3080,62326,no
user7478,+91 7248523052,lenovo,"lenovo laptop with 8gb RAM, 16-inch screen, i7 processor, and rtx 3070 GPU",linux,8gb,16,i7,rtx 3070,61303,no
user3060,+91 8670096760,acer,"acer laptop with 2gb RAM, 15-inch screen, ryzen 3 processor, and gtx 1050 GPU",macos,2gb,15,ryzen 3,gtx 1050,32336,yes
user7872,+91 8827222518,lenovo,"lenovo laptop with 2gb RAM, 15-inch screen, i7 processor, and rtx 3070 GPU",windows,2gb,15,i7,rtx 3070,44911,yes
user4674,+91 7810125788,lenovo,"lenovo laptop with 8gb RAM, 17-inch screen, ryzen 7 processor, and rtx 3080 GPU",linux,8gb,17,ryzen 7,rtx 3080,91388,yes
user6932,+91 9089527274,asus,"asus laptop with 16gb RAM, 16-inch screen, i3 processor, and gtx 1650 GPU",macos,16gb,16,i3,gtx 1650,154744,yes
user8031,+91 8328298672,lenovo,"lenovo laptop with 4gb RAM, 15-inch screen, i9 processor, and gtx 1650 GPU",macos,4gb,15,i9,gtx 1650,57239,yes
user2955,+91 8879023356,acer,"acer laptop with 32gb RAM, 14-inch screen, ryzen 5 processor, and rtx 3080 GPU",windows,32gb,14,ryzen 5,rtx 3080,227360,no
user9178,+91 8005003181,acer,"acer laptop with 32gb RAM, 13-inch screen, i9 processor, and gtx 1650 GPU",macos,32gb,13,i9,gtx 1650,246004,yes
user1792,+91 8359710271,apple,"apple laptop with 8gb RAM, 17-inch screen, ryzen 5 processor, and gtx 1050 GPU",macos,8gb,17,ryzen 5,gtx 1050,163000,yes
user4202,+91 9206348207,lenovo,"lenovo laptop with 8gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1650 GPU",linux,8gb,17,ryzen 3,gtx 1650,127322,yes
user3694,+91 7113775647,acer,"acer laptop with 2gb RAM, 17-inch screen, ryzen 5 processor, and rtx 3080 GPU",macos,2gb,17,ryzen 5,rtx 3080,49316,no
user4129,+91 9163482089,hp,"hp laptop with 16gb RAM, 15-inch screen, ryzen 3 processor, and rtx 2060 GPU",macos,16gb,15,ryzen 3,rtx 2060,82843,yes
user7093,+91 8290359566,hp,"hp laptop with 4gb RAM, 17-inch screen, ryzen 5 processor, and gtx 1050 GPU",macos,4gb,17,ryzen 5,gtx 1050,43438,yes
user1832,+91 8052350055,hp,"hp laptop with 4gb RAM, 15-inch screen, i7 processor, and rtx 3060 GPU",macos,4gb,15,i7,rtx 3060,61772,yes
user5969,+91 8203004782,mi,"mi laptop with 4gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3080 GPU",macos,4gb,13,ryzen 7,rtx 3080,50642,no
user3503,+91 7787418175,lenovo,"lenovo laptop with 8gb RAM, 14-inch screen, i7 processor, and rtx 3060 GPU",windows,8gb,14,i7,rtx 3060,84835,yes
user8938,+91 7175732417,lenovo,"lenovo laptop with 4gb RAM, 16-inch screen, ryzen 7 processor, and rtx 2060 GPU",windows,4gb,16,ryzen 7,rtx 2060,49347,no
user9941,+91 9139855987,apple,"apple laptop with 16gb RAM, 14-inch screen, ryzen 5 processor, and rtx 3080 GPU",macos,16gb,14,ryzen 5,rtx 3080,170000,yes
user1041,+91 9553028706,mi,"mi laptop with 2gb RAM, 13-inch screen, i5 processor, and gtx 1050 GPU",macos,2gb,13,i5,gtx 1050,35567,no
user2048,+91 9666788566,lenovo,"lenovo laptop with 4gb RAM, 17-inch screen, i9 processor, and gtx 1050 GPU",windows,4gb,17,i9,gtx 1050,46332,no
user5075,+91 7401262706,apple,"apple laptop with 2gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3060 GPU",macos,2gb,13,ryzen 7,rtx 3060,167000,yes
user8734,+91 7271920440,lenovo,"lenovo laptop with 8gb RAM, 14-inch screen, i3 processor, and rtx 3080 GPU",windows,8gb,14,i3,rtx 3080,66422,yes
user8764,+91 7613292992,acer,"acer laptop with 16gb RAM, 13-inch screen, ryzen 9 processor, and rtx 2060 GPU",macos,16gb,13,ryzen 9,rtx 2060,97050,yes
user7951,+91 7468170777,lenovo,"lenovo laptop with 16gb RAM, 13-inch screen, i9 processor, and gtx 1650 GPU",macos,16gb,13,i9,gtx 1650,90686,no
user7434,+91 9038513612,apple,"apple laptop with 32gb RAM, 17-inch screen, ryzen 9 processor, and gtx 1050 GPU",macos,32gb,17,ryzen 9,gtx 1050,176138,no
user2112,+91 9710118066,mi,"mi laptop with 16gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3070 GPU",macos,16gb,14,ryzen 9,rtx 3070,181974,no
user4236,+91 9501695049,asus,"asus laptop with 32gb RAM, 15-inch screen, ryzen 7 processor, and rtx 3060 GPU",windows,32gb,15,ryzen 7,rtx 3060,273375,no
user7975,+91 8589804554,mi,"mi laptop with 4gb RAM, 15-inch screen, ryzen 5 processor, and rtx 3070 GPU",linux,4gb,15,ryzen 5,rtx 3070,49399,no
user7465,+91 7085917480,asus,"asus laptop with 4gb RAM, 13-inch screen, i7 processor, and gtx 1650 GPU",macos,4gb,13,i7,gtx 1650,56598,yes
user4853,+91 7069286465,acer,"acer laptop with 8gb RAM, 13-inch screen, i5 processor, and rtx 3070 GPU",windows,8gb,13,i5,rtx 3070,125200,no
user6455,+91 9357542326,acer,"acer laptop with 2gb RAM, 16-inch screen, i7 processor, and gtx 1650 GPU",macos,2gb,16,i7,gtx 1650,43853,yes
user5819,+91 9333619669,hp,"hp laptop with 2gb RAM, 13-inch screen, ryzen 9 processor, and gtx 1050 GPU",linux,2gb,13,ryzen 9,gtx 1050,37215,yes
user7872,+91 9750077473,hp,"hp laptop with 16gb RAM, 16-inch screen, i3 processor, and rtx 2060 GPU",macos,16gb,16,i3,rtx 2060,162065,no
user9120,+91 8001864994,lenovo,"lenovo laptop with 32gb RAM, 15-inch screen, i9 processor, and rtx 3080 GPU",macos,32gb,15,i9,rtx 3080,261502,no
user7200,+91 9443170299,apple,"apple laptop with 2gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1050 GPU",macos,2gb,17,ryzen 3,gtx 1050,161000,no
user7929,+91 9963315149,acer,"acer laptop with 32gb RAM, 16-inch screen, ryzen 9 processor, and rtx 2060 GPU",macos,32gb,16,ryzen 9,rtx 2060,219505,no
user5338,+91 7868099325,mi,"mi laptop with 4gb RAM, 16-inch screen, i5 processor, and gtx 1650 GPU",windows,4gb,16,i5,gtx 1650,50554,no
user3091,+91 9312617064,asus,"asus laptop with 16gb RAM, 17-inch screen, ryzen 7 processor, and gtx 1050 GPU",windows,16gb,17,ryzen 7,gtx 1050,97856,yes
user2431,+91 9307874992,lenovo,"lenovo laptop with 32gb RAM, 17-inch screen, ryzen 9 processor, and rtx 2060 GPU",linux,32gb,17,ryzen 9,rtx 2060,194451,no
user4931,+91 8819954480,lenovo,"lenovo laptop with 4gb RAM, 17-inch screen, ryzen 9 processor, and rtx 2060 GPU",windows,4gb,17,ryzen 9,rtx 2060,56357,no
user5303,+91 7466548586,acer,"acer laptop with 2gb RAM, 16-inch screen, i7 processor, and gtx 1050 GPU",windows,2gb,16,i7,gtx 1050,36650,no
user7066,+91 9857897885,apple,"apple laptop with 16gb RAM, 15-inch screen, ryzen 3 processor, and gtx 1050 GPU",macos,16gb,15,ryzen 3,gtx 1050,159000,no
user3249,+91 8155402816,acer,"acer laptop with 8gb RAM, 17-inch screen, ryzen 5 processor, and gtx 1050 GPU",windows,8gb,17,ryzen 5,gtx 1050,88741,no
user8500,+91 8772131339,apple,"apple laptop with 32gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1650 GPU",macos,32gb,17,ryzen 3,gtx 1650,274577,no
user7944,+91 9138009460,acer,"acer laptop with 2gb RAM, 17-inch screen, ryzen 3 processor, and rtx 3080 GPU",linux,2gb,17,ryzen 3,rtx 3080,44266,yes
user5025,+91 9669390256,apple,"apple laptop with 8gb RAM, 14-inch screen, i9 processor, and rtx 3080 GPU",macos,8gb,14,i9,rtx 3080,175000,no
user5569,+91 8399911959,apple,"apple laptop with 16gb RAM, 16-inch screen, i3 processor, and rtx 3070 GPU",macos,16gb,16,i3,rtx 3070,169000,no
user1888,+91 7909251147,lenovo,"lenovo laptop with 8gb RAM, 14-inch screen, ryzen 9 processor, and rtx 2060 GPU",linux,8gb,14,ryzen 9,rtx 2060,106162,no
user8789,+91 7227624457,acer,"acer laptop with 2gb RAM, 13-inch screen, ryzen 7 processor, and gtx 1650 GPU",macos,2gb,13,ryzen 7,gtx 1650,37363,yes
user2953,+91 8784849302,lenovo,"lenovo laptop with 8gb RAM, 13-inch screen, i9 processor, and rtx 3060 GPU",linux,8gb,13,i9,rtx 3060,106657,no
user3043,+91 9036951081,mi,"mi laptop with 16gb RAM, 13-inch screen, i3 processor, and rtx 2060 GPU",windows,16gb,13,i3,rtx 2060,76559,no
user2189,+91 9053350582,asus,"asus laptop with 2gb RAM, 17-inch screen, ryzen 3 processor, and rtx 3060 GPU",linux,2gb,17,ryzen 3,rtx 3060,39266,no
user1210,+91 9922755780,apple,"apple laptop with 4gb RAM, 13-inch screen, ryzen 3 processor, and gtx 1650 GPU",macos,4gb,13,ryzen 3,gtx 1650,159000,no
user8162,+91 9425716833,apple,"apple laptop with 32gb RAM, 17-inch screen, i5 processor, and rtx 3060 GPU",macos,32gb,17,i5,rtx 3060,207411,yes
user3079,+91 8230578172,asus,"asus laptop with 16gb RAM, 14-inch screen, ryzen 5 processor, and rtx 2060 GPU",windows,16gb,14,ryzen 5,rtx 2060,108741,no
user6225,+91 9761573810,hp,"hp laptop with 8gb RAM, 17-inch screen, i9 processor, and gtx 1050 GPU",windows,8gb,17,i9,gtx 1050,110196,no
user3406,+91 7993963630,mi,"mi laptop with 16gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1050 GPU",linux,16gb,17,ryzen 3,gtx 1050,136294,yes
user8642,+91 7305847994,acer,"acer laptop with 32gb RAM, 16-inch screen, ryzen 7 processor, and rtx 3060 GPU",linux,32gb,16,ryzen 7,rtx 3060,209559,yes
user4856,+91 9544290153,acer,"acer laptop with 4gb RAM, 13-inch screen, i5 processor, and gtx 1650 GPU",windows,4gb,13,i5,gtx 1650,48399,no
user1291,+91 9220201384,mi,"mi laptop with 8gb RAM, 17-inch screen, ryzen 3 processor, and rtx 2060 GPU",macos,8gb,17,ryzen 3,rtx 2060,109961,yes
user3312,+91 8327728782,lenovo,"lenovo laptop with 4gb RAM, 14-inch screen, ryzen 7 processor, and rtx 3060 GPU",macos,4gb,14,ryzen 7,rtx 3060,50053,no
user9801,+91 8718254966,hp,"hp laptop with 4gb RAM, 16-inch screen, i5 processor, and gtx 1050 GPU",macos,4gb,16,i5,gtx 1050,53521,no
user5295,+91 8806663476,lenovo,"lenovo laptop with 4gb RAM, 16-inch screen, ryzen 7 processor, and gtx 1050 GPU",windows,4gb,16,ryzen 7,gtx 1050,52810,yes
user2612,+91 8332153081,hp,"hp laptop with 8gb RAM, 15-inch screen, ryzen 5 processor, and rtx 3070 GPU",windows,8gb,15,ryzen 5,rtx 3070,127371,no
user5187,+91 8873486719,asus,"asus laptop with 4gb RAM, 13-inch screen, i7 processor, and gtx 1050 GPU",linux,4gb,13,i7,gtx 1050,43122,yes
user9834,+91 9495543589,asus,"asus laptop with 8gb RAM, 14-inch screen, i3 processor, and rtx 3060 GPU",macos,8gb,14,i3,rtx 3060,84943,yes
user7393,+91 8281494412,acer,"acer laptop with 2gb RAM, 13-inch screen, i3 processor, and gtx 1050 GPU",linux,2gb,13,i3,gtx 1050,34706,yes
user6049,+91 7569415421,hp,"hp laptop with 32gb RAM, 14-inch screen, i9 processor, and rtx 3080 GPU",macos,32gb,14,i9,rtx 3080,229381,yes
user9898,+91 9311953791,lenovo,"lenovo laptop with 16gb RAM, 13-inch screen, ryzen 5 processor, and rtx 3080 GPU",linux,16gb,13,ryzen 5,rtx 3080,151302,yes
user1792,+91 9384718207,asus,"asus laptop with 4gb RAM, 17-inch screen, i7 processor, and rtx 3070 GPU",windows,4gb,17,i7,rtx 3070,56771,no
user4011,+91 8093061966,mi,"mi laptop with 8gb RAM, 14-inch screen, ryzen 7 processor, and gtx 1050 GPU",windows,8gb,14,ryzen 7,gtx 1050,121345,yes
user8474,+91 9667863886,acer,"acer laptop with 8gb RAM, 13-inch screen, i5 processor, and rtx 3080 GPU",linux,8gb,13,i5,rtx 3080,124839,no
user6120,+91 9083050193,mi,"mi laptop with 32gb RAM, 15-inch screen, i9 processor, and gtx 1050 GPU",windows,32gb,15,i9,gtx 1050,256285,no
user4297,+91 8626928464,asus,"asus laptop with 8gb RAM, 13-inch screen, i9 processor, and rtx 3080 GPU",macos,8gb,13,i9,rtx 3080,131063,yes
user1763,+91 8979156569,mi,"mi laptop with 32gb RAM, 17-inch screen, i9 processor, and gtx 1050 GPU",macos,32gb,17,i9,gtx 1050,231883,no
user4699,+91 9760980024,asus,"asus laptop with 2gb RAM, 14-inch screen, ryzen 5 processor, and gtx 1650 GPU",windows,2gb,14,ryzen 5,gtx 1650,36283,no
user2870,+91 9786305917,acer,"acer laptop with 16gb RAM, 15-inch screen, ryzen 7 processor, and rtx 2060 GPU",macos,16gb,15,ryzen 7,rtx 2060,118323,no
user3266,+91 9476185319,apple,"apple laptop with 16gb RAM, 13-inch screen, ryzen 9 processor, and rtx 2060 GPU",macos,16gb,13,ryzen 9,rtx 2060,167000,no
user5315,+91 7391718171,apple,"apple laptop with 2gb RAM, 13-inch screen, ryzen 3 processor, and rtx 3080 GPU",macos,2gb,13,ryzen 3,rtx 3080,167000,yes
user2764,+91 7382141885,asus,"asus laptop with 2gb RAM, 13-inch screen, ryzen 3 processor, and rtx 3070 GPU",macos,2gb,13,ryzen 3,rtx 3070,36456,no
user8597,+91 8536858772,hp,"hp laptop with 8gb RAM, 15-inch screen, i9 processor, and rtx 3080 GPU",linux,8gb,15,i9,rtx 3080,110707,no
user8721,+91 8498634360,hp,"hp laptop with 32gb RAM, 14-inch screen, i7 processor, and rtx 3060 GPU",linux,32gb,14,i7,rtx 3060,284794,no
user7438,+91 7984623104,asus,"asus laptop with 2gb RAM, 14-inch screen, ryzen 5 processor, and gtx 1050 GPU",linux,2gb,14,ryzen 5,gtx 1050,33886,no
user7236,+91 9879253711,hp,"hp laptop with 2gb RAM, 15-inch screen, ryzen 7 processor, and gtx 1050 GPU",macos,2gb,15,ryzen 7,gtx 1050,37624,no
user1907,+91 7912256055,apple,"apple laptop with 2gb RAM, 13-inch screen, i5 processor, and rtx 3060 GPU",macos,2gb,13,i5,rtx 3060,166000,no
user7809,+91 8426120783,mi,"mi laptop with 32gb RAM, 17-inch screen, i5 processor, and rtx 3070 GPU",windows,32gb,17,i5,rtx 3070,287116,no
user9571,+91 7352151998,mi,"mi laptop with 16gb RAM, 17-inch screen, i3 processor, and rtx 3080 GPU",linux,16gb,17,i3,rtx 3080,111434,no
user5008,+91 7612561979,asus,"asus laptop with 8gb RAM, 16-inch screen, ryzen 3 processor, and rtx 2060 GPU",macos,8gb,16,ryzen 3,rtx 2060,73194,yes
user9806,+91 9617078640,mi,"mi laptop with 4gb RAM, 16-inch screen, i9 processor, and rtx 2060 GPU",macos,4gb,16,i9,rtx 2060,56900,yes
user7583,+91 9426051713,apple,"apple laptop with 16gb RAM, 14-inch screen, ryzen 3 processor, and rtx 3080 GPU",macos,16gb,14,ryzen 3,rtx 3080,168000,no
user1701,+91 9961105788,asus,"asus laptop with 2gb RAM, 17-inch screen, i3 processor, and rtx 2060 GPU",macos,2gb,17,i3,rtx 2060,40841,no
user4272,+91 7316274063,lenovo,"lenovo laptop with 8gb RAM, 17-inch screen, i9 processor, and rtx 3070 GPU",macos,8gb,17,i9,rtx 3070,144431,yes
user5515,+91 7906456463,apple,"apple laptop with 32gb RAM, 15-inch screen, ryzen 3 processor, and rtx 2060 GPU",macos,32gb,15,ryzen 3,rtx 2060,232158,yes
user8067,+91 9286950496,lenovo,"lenovo laptop with 8gb RAM, 16-inch screen, i3 processor, and rtx 3080 GPU",macos,8gb,16,i3,rtx 3080,70834,yes
user7245,+91 7072662059,hp,"hp laptop with 32gb RAM, 15-inch screen, i7 processor, and rtx 2060 GPU",windows,32gb,15,i7,rtx 2060,252991,yes
user5368,+91 9588933607,lenovo,"lenovo laptop with 8gb RAM, 13-inch screen, ryzen 7 processor, and rtx 2060 GPU",macos,8gb,13,ryzen 7,rtx 2060,127184,yes
user2361,+91 9459753672,apple,"apple laptop with 8gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3070 GPU",macos,8gb,13,ryzen 7,rtx 3070,169000,yes
user5838,+91 8038033753,apple,"apple laptop with 2gb RAM, 14-inch screen, ryzen 9 processor, and gtx 1650 GPU",macos,2gb,14,ryzen 9,gtx 1650,166000,yes
user8946,+91 8322453556,hp,"hp laptop with 4gb RAM, 15-inch screen, ryzen 9 processor, and rtx 2060 GPU",linux,4gb,15,ryzen 9,rtx 2060,59724,no
user1626,+91 7526972601,apple,"apple laptop with 32gb RAM, 16-inch screen, i7 processor, and rtx 3070 GPU",macos,32gb,16,i7,rtx 3070,219045,no
user9507,+91 9343011153,lenovo,"lenovo laptop with 2gb RAM, 13-inch screen, i9 processor, and rtx 3070 GPU",macos,2gb,13,i9,rtx 3070,47816,no
user5599,+91 8073703477,hp,"hp laptop with 8gb RAM, 16-inch screen, ryzen 9 processor, and rtx 3070 GPU",windows,8gb,16,ryzen 9,rtx 3070,117977,yes
user2839,+91 8842299184,mi,"mi laptop with 4gb RAM, 15-inch screen, ryzen 5 processor, and gtx 1650 GPU",macos,4gb,15,ryzen 5,gtx 1650,52611,yes
user8367,+91 7386102356,acer,"acer laptop with 4gb RAM, 14-inch screen, i3 processor, and rtx 3070 GPU",windows,4gb,14,i3,rtx 3070,44015,no
user1405,+91 7175378997,acer,"acer laptop with 16gb RAM, 16-inch screen, ryzen 7 processor, and rtx 2060 GPU",linux,16gb,16,ryzen 7,rtx 2060,169942,no
user1267,+91 7865557481,mi,"mi laptop with 8gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3080 GPU",macos,8gb,13,ryzen 9,rtx 3080,62868,no
user3527,+91 8828939357,acer,"acer laptop with 32gb RAM, 16-inch screen, ryzen 5 processor, and rtx 3070 GPU",linux,32gb,16,ryzen 5,rtx 3070,192117,no
user5948,+91 9872411171,asus,"asus laptop with 16gb RAM, 17-inch screen, ryzen 9 processor, and rtx 3070 GPU",windows,16gb,17,ryzen 9,rtx 3070,166097,no
user1440,+91 9418270374,apple,"apple laptop with 32gb RAM, 15-inch screen, i3 processor, and rtx 3070 GPU",macos,32gb,15,i3,rtx 3070,263075,no
user5773,+91 7814167419,asus,"asus laptop with 2gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3060 GPU",macos,2gb,13,ryzen 7,rtx 3060,37737,no
user7236,+91 9360590944,apple,"apple laptop with 8gb RAM, 15-inch screen, i5 processor, and rtx 2060 GPU",macos,8gb,15,i5,rtx 2060,166000,no
user8482,+91 7596610230,acer,"acer laptop with 8gb RAM, 15-inch screen, i9 processor, and rtx 2060 GPU",macos,8gb,15,i9,rtx 2060,122877,yes
user3517,+91 7941478561,hp,"hp laptop with 4gb RAM, 13-inch screen, i9 processor, and gtx 1650 GPU",macos,4gb,13,i9,gtx 1650,54794,no
user7920,+91 7277502564,hp,"hp laptop with 16gb RAM, 14-inch screen, i3 processor, and rtx 2060 GPU",windows,16gb,14,i3,rtx 2060,78791,no
user7266,+91 7215796949,hp,"hp laptop with 4gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1650 GPU",macos,4gb,17,ryzen 3,gtx 1650,45948,no
user6011,+91 9773790924,hp,"hp laptop with 2gb RAM, 15-inch screen, ryzen 7 processor, and rtx 3080 GPU",windows,2gb,15,ryzen 7,rtx 3080,46299,no
user7214,+91 7338773810,acer,"acer laptop with 16gb RAM, 14-inch screen, i9 processor, and gtx 1050 GPU",windows,16gb,14,i9,gtx 1050,112762,yes
user2927,+91 9695808532,lenovo,"lenovo laptop with 16gb RAM, 16-inch screen, ryzen 3 processor, and rtx 3060 GPU",macos,16gb,16,ryzen 3,rtx 3060,96924,yes
user8687,+91 8564876555,lenovo,"lenovo laptop with 2gb RAM, 13-inch screen, i5 processor, and rtx 2060 GPU",linux,2gb,13,i5,rtx 2060,40299,yes
user6172,+91 8865138998,hp,"hp laptop with 2gb RAM, 17-inch screen, i5 processor, and rtx 3080 GPU",windows,2gb,17,i5,rtx 3080,48022,yes
user9396,+91 9427693741,mi,"mi laptop with 2gb RAM, 15-inch screen, ryzen 3 processor, and rtx 3060 GPU",linux,2gb,15,ryzen 3,rtx 3060,38572,no
user2176,+91 9895777341,hp,"hp laptop with 8gb RAM, 14-inch screen, i7 processor, and gtx 1650 GPU",macos,8gb,14,i7,gtx 1650,74158,no
user2386,+91 9741971302,lenovo,"lenovo laptop with 2gb RAM, 13-inch screen, ryzen 5 processor, and rtx 3080 GPU",macos,2gb,13,ryzen 5,rtx 3080,43535,yes
user4693,+91 9109998853,hp,"hp laptop with 32gb RAM, 14-inch screen, ryzen 5 processor, and rtx 3060 GPU",linux,32gb,14,ryzen 5,rtx 3060,285241,no
user7730,+91 7796964368,hp,"hp laptop with 2gb RAM, 16-inch screen, ryzen 5 processor, and gtx 1050 GPU",linux,2gb,16,ryzen 5,gtx 1050,34048,no
user1623,+91 9748122398,asus,"asus laptop with 4gb RAM, 14-inch screen, ryzen 7 processor, and gtx 1050 GPU",windows,4gb,14,ryzen 7,gtx 1050,50389,no
user3876,+91 7157684965,asus,"asus laptop with 32gb RAM, 14-inch screen, i9 processor, and rtx 3060 GPU",windows,32gb,14,i9,rtx 3060,277139,no
user2692,+91 7101174219,asus,"asus laptop with 32gb RAM, 14-inch screen, ryzen 3 processor, and gtx 1650 GPU",macos,32gb,14,ryzen 3,gtx 1650,181746,no
user2519,+91 9910156999,hp,"hp laptop with 16gb RAM, 13-inch screen, ryzen 3 processor, and gtx 1650 GPU",macos,16gb,13,ryzen 3,gtx 1650,112984,yes
user5155,+91 7084683659,acer,"acer laptop with 32gb RAM, 13-inch screen, ryzen 3 processor, and rtx 2060 GPU",windows,32gb,13,ryzen 3,rtx 2060,215847,yes
user2919,+91 7425239899,apple,"apple laptop with 2gb RAM, 17-inch screen, ryzen 5 processor, and rtx 3080 GPU",macos,2gb,17,ryzen 5,rtx 3080,173000,no
user1407,+91 7958376615,apple,"apple laptop with 16gb RAM, 14-inch screen, i7 processor, and rtx 2060 GPU",macos,16gb,14,i7,rtx 2060,167000,no
user3256,+91 8466028405,hp,"hp laptop with 4gb RAM, 14-inch screen, i3 processor, and gtx 1050 GPU",windows,4gb,14,i3,gtx 1050,47645,no
user9663,+91 7001646561,mi,"mi laptop with 8gb RAM, 16-inch screen, ryzen 9 processor, and rtx 3080 GPU",macos,8gb,16,ryzen 9,rtx 3080,130487,no
user8811,+91 9001426887,asus,"asus laptop with 16gb RAM, 15-inch screen, ryzen 7 processor, and rtx 3070 GPU",macos,16gb,15,ryzen 7,rtx 3070,179909,no
